clientid,client_name,client_phone,client_email,looking_for,requirements,status,client_bhk,client_furnishing,client_location,client_flexible_location,client_budget,client_listing_type
CL-1838,Hema Ray,2565007283,hema.86@example.com,Rent,"3 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹46k",Deal Closed,3,Fully Furnished,Bhayandar East,False,46000,Rent
CL-1839,Joshua Dua,4562314889,joshua.78@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹28k",On Hold,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,28000,Rent
CL-1840,Nihal Sethi,3531701203,nihal.21@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹60L",Site Visit Planned,1,,Mira Road East,False,6000000,Sale
CL-1841,Samarth Comar,2051339190,samarth.36@example.com,Rent,"3 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹56k",Lost Interest,3,Semi-Furnished,Anywhere in Mira Bhayandar,True,56000,Rent
CL-1842,Netra Bains,6236318745,netra.92@example.com,Rent,"3 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹52k",Actively Searching,3,Semi-Furnished,Anywhere in Mira Bhayandar,True,52000,Rent
CL-1843,Vyanjana Venkataraman,915995907508,vyanjana.6@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹60L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,6000000,Sale
CL-1844,Amara Barad,4631385794,amara.84@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",Site Visit Planned,1,,Bhayandar West,False,6500000,Sale
CL-1845,Rachita Magar,915162857903,rachita.41@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹60L",On Hold,1,,Bhayandar West,False,6000000,Sale
CL-1846,Rajeshri Pandya,4488248230,rajeshri.31@example.com,Rent,"3 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹42k",Lost Interest,3,Fully Furnished,Bhayandar East,False,42000,Rent
CL-1847,Damini Bahl,916514532021,damini.16@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹140L",Negotiating,2,,Anywhere in Mira Bhayandar,True,14000000,Sale
CL-1848,Tanay Pathak,8948690431,tanay.30@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹160L",Negotiating,3,,Mira Road East,False,16000000,Sale
CL-1849,Abdul Jaggi,912010940654,abdul.33@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹18k",Lost Interest,1,Fully Furnished,Bhayandar West,False,18000,Rent
CL-1850,Veer Kumer,911726284428,veer.12@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹210L",Deal Closed,3,,Anywhere in Mira Bhayandar,True,21000000,Sale
CL-1851,Azaan Sekhon,3690005026,azaan.4@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹54k",Site Visit Planned,3,Unfurnished,Anywhere in Mira Bhayandar,True,54000,Rent
CL-1852,Tejas Kalla,8588838568,tejas.35@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹18k",Negotiating,1,Fully Furnished,Anywhere in Mira Bhayandar,True,18000,Rent
CL-1853,Pavani Edwin,7298854901,pavani.89@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹150L",Lost Interest,3,,Bhayandar West,False,15000000,Sale
CL-1854,Raghav Sekhon,6097323586,raghav.38@example.com,Rent,"1 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",Site Visit Planned,1,Unfurnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1855,Urishilla Cheema,647492184,urishilla.73@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹18k",On Hold,1,Fully Furnished,Bhayandar East,False,18000,Rent
CL-1856,Jeevika Bumb,9462486172,jeevika.4@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹200L",Deal Closed,3,,Bhayandar West,False,20000000,Sale
CL-1857,Pavani Dar,8833903073,pavani.66@example.com,Rent,"3 BHK Fully Furnished in Mira Road East, Rent up to â‚¹52k",Site Visit Planned,3,Fully Furnished,Mira Road East,False,52000,Rent
CL-1858,Nandini Brar,4745835055,nandini.10@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹60L",Negotiating,1,,Mira Road East,False,6000000,Sale
CL-1859,Eshana Mand,873362613,eshana.28@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",On Hold,1,Fully Furnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1860,Bhavna Kale,715137072,bhavna.36@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹19k",Site Visit Planned,1,Fully Furnished,Bhayandar West,False,19000,Rent
CL-1861,Ranbir Basu,913010754789,ranbir.24@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹190L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,19000000,Sale
CL-1862,Jeevika Sama,8610894416,jeevika.26@example.com,Rent,"2 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹30k",On Hold,2,Fully Furnished,Bhayandar West,False,30000,Rent
CL-1863,Ekansh Gopal,7178288550,ekansh.85@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹230L",Negotiating,3,,Bhayandar West,False,23000000,Sale
CL-1864,Raagini Saran,5540785836,raagini.32@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹23k",Actively Searching,1,Unfurnished,Bhayandar East,False,23000,Rent
CL-1865,Ekapad Singh,914826400813,ekapad.41@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹125L",On Hold,2,,Mira Road East,False,12500000,Sale
CL-1866,Bishakha Sharaf,919845290587,bishakha.32@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹27k",Site Visit Planned,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,27000,Rent
CL-1867,Varenya Walia,914814384150,varenya.77@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹19k",Actively Searching,1,Semi-Furnished,Mira Road East,False,19000,Rent
CL-1868,Ronith Shah,9502879739,ronith.35@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹18k",Lost Interest,1,Fully Furnished,Mira Road East,False,18000,Rent
CL-1869,Pooja Kulkarni,9698869807,pooja.38@example.com,Rent,"1 BHK Unfurnished in Mira Road East, Rent up to â‚¹22k",Negotiating,1,Unfurnished,Mira Road East,False,22000,Rent
CL-1870,Bhavna Barad,1667327369,bhavna.73@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Lost Interest,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1871,Champak Balay,5028073374,champak.62@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹40k",Negotiating,3,Semi-Furnished,Bhayandar East,False,40000,Rent
CL-1872,Amrita Sule,7112610441,amrita.7@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹34k",Negotiating,2,Semi-Furnished,Mira Road East,False,34000,Rent
CL-1873,Shravya Kota,6287756159,shravya.72@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹95L",Site Visit Planned,2,,Bhayandar West,False,9500000,Sale
CL-1874,Urvashi Pillai,1230713500,urvashi.17@example.com,Rent,"3 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹48k",Negotiating,3,Fully Furnished,Bhayandar West,False,48000,Rent
CL-1875,Arjun Barman,917562925301,arjun.7@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹30k",Lost Interest,2,Semi-Furnished,Bhayandar East,False,30000,Rent
CL-1876,Yash Handa,913749122382,yash.92@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹20k",Lost Interest,1,Unfurnished,Bhayandar East,False,20000,Rent
CL-1877,Samaksh Wali,917362684245,samaksh.11@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹145L",Site Visit Planned,2,,Anywhere in Mira Bhayandar,True,14500000,Sale
CL-1878,Yasti Kata,911461220903,yasti.69@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹220L",Lost Interest,3,,Mira Road East,False,22000000,Sale
CL-1879,Hredhaan Dash,653318504,hredhaan.96@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹32k",On Hold,2,Semi-Furnished,Mira Road East,False,32000,Rent
CL-1880,Yashica Sarna,913718460030,yashica.47@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹40k",Site Visit Planned,3,Unfurnished,Mira Road East,False,40000,Rent
CL-1881,Divya Wali,9629433640,divya.30@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Negotiating,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1882,Zayan Contractor,911003794391,zayan.24@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹38k",Negotiating,2,Semi-Furnished,Mira Road East,False,38000,Rent
CL-1883,Watika Doshi,918837816506,watika.6@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹31k",On Hold,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,31000,Rent
CL-1884,Leela Gopal,915391827156,leela.93@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹160L",Deal Closed,3,,Bhayandar West,False,16000000,Sale
CL-1885,Gautam Butala,3654331472,gautam.2@example.com,Rent,"3 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹58k",Negotiating,3,Fully Furnished,Bhayandar West,False,58000,Rent
CL-1886,Oviya Chaudhary,9971957159,oviya.32@example.com,Rent,"3 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹42k",Actively Searching,3,Fully Furnished,Anywhere in Mira Bhayandar,True,42000,Rent
CL-1887,Deepa Tailor,2665791082,deepa.55@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹125L",Actively Searching,2,,Bhayandar West,False,12500000,Sale
CL-1888,Tripti Narayanan,7876006421,tripti.85@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹19k",Negotiating,1,Fully Furnished,Bhayandar East,False,19000,Rent
CL-1889,Jairaj Bansal,8729870954,jairaj.50@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",Negotiating,1,,Bhayandar West,False,6500000,Sale
CL-1890,Robert Mittal,4918565733,robert.64@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹32k",On Hold,2,Semi-Furnished,Mira Road East,False,32000,Rent
CL-1891,Ikbal Bhandari,914875957598,ikbal.6@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹20k",On Hold,1,Semi-Furnished,Mira Road East,False,20000,Rent
CL-1892,Mekhala Mody,6702777326,mekhala.62@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹65L",Lost Interest,1,,Bhayandar East,False,6500000,Sale
CL-1893,Rachana Bora,8600613654,rachana.72@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹135L",Site Visit Planned,2,,Bhayandar West,False,13500000,Sale
CL-1894,Ladli Saxena,6864405597,ladli.45@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹240L",On Hold,3,,Bhayandar East,False,24000000,Sale
CL-1895,Frederick Varghese,8366495033,frederick.27@example.com,Rent,"2 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹35k",Site Visit Planned,2,Unfurnished,Anywhere in Mira Bhayandar,True,35000,Rent
CL-1896,Sathvik Balan,911789350534,sathvik.6@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹52k",On Hold,3,Unfurnished,Mira Road East,False,52000,Rent
CL-1897,Bhavya Ramachandran,913609177,bhavya.51@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹125L",On Hold,2,,Mira Road East,False,12500000,Sale
CL-1898,Daksh Natarajan,3545734005,daksh.74@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹35k",Actively Searching,2,Fully Furnished,Bhayandar East,False,35000,Rent
CL-1899,Sathvik Ramachandran,3236070026,sathvik.37@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹65L",Deal Closed,1,,Mira Road East,False,6500000,Sale
CL-1900,Gaurangi Devi,918396788019,gaurangi.69@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹190L",On Hold,3,,Bhayandar West,False,19000000,Sale
CL-1901,Ishani Sagar,914930767524,ishani.73@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹160L",On Hold,3,,Mira Road East,False,16000000,Sale
CL-1902,Oeshi Vala,916812185362,oeshi.7@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹90L",Actively Searching,2,,Bhayandar West,False,9000000,Sale
CL-1903,Libni Sood,1593981901,libni.60@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹21k",Negotiating,1,Semi-Furnished,Bhayandar East,False,21000,Rent
CL-1904,Libni Mukherjee,8213834195,libni.40@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹58k",Actively Searching,3,Unfurnished,Anywhere in Mira Bhayandar,True,58000,Rent
CL-1905,Noah Sahni,911903390494,noah.85@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹21k",Lost Interest,1,Semi-Furnished,Mira Road East,False,21000,Rent
CL-1906,Lucky Luthra,833487149,lucky.21@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹27k",Lost Interest,2,Semi-Furnished,Mira Road East,False,27000,Rent
CL-1907,Daksha Baria,913280421783,daksha.24@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹55L",Site Visit Planned,1,,Bhayandar East,False,5500000,Sale
CL-1908,Dakshesh Venkataraman,914690376292,dakshesh.14@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹31k",Actively Searching,2,Semi-Furnished,Bhayandar East,False,31000,Rent
CL-1909,Zilmil Rajagopalan,56789169,zilmil.24@example.com,Rent,"3 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹52k",Negotiating,3,Fully Furnished,Bhayandar East,False,52000,Rent
CL-1910,Pooja Bahri,919817053421,pooja.24@example.com,Rent,"3 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹54k",Lost Interest,3,Semi-Furnished,Anywhere in Mira Bhayandar,True,54000,Rent
CL-1911,Brijesh Nadig,1270689251,brijesh.42@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹56k",Lost Interest,3,Unfurnished,Mira Road East,False,56000,Rent
CL-1912,Priya Peri,3501932175,priya.6@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹50L",Negotiating,1,,Bhayandar East,False,5000000,Sale
CL-1913,Balvan Sani,6177034978,balvan.52@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹24k",Negotiating,1,Semi-Furnished,Bhayandar West,False,24000,Rent
CL-1914,Oeshi Desai,9373010632,oeshi.88@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹140L",Deal Closed,2,,Mira Road East,False,14000000,Sale
CL-1915,Zaitra Sibal,4669649462,zaitra.63@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹115L",Actively Searching,2,,Bhayandar West,False,11500000,Sale
CL-1916,Aachal Sarraf,9576880471,aachal.74@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹58k",Site Visit Planned,3,Semi-Furnished,Bhayandar West,False,58000,Rent
CL-1917,Ira Bajwa,1324897662,ira.65@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹52k",Lost Interest,3,Unfurnished,Bhayandar East,False,52000,Rent
CL-1918,Harita Banerjee,1664673758,harita.19@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",Actively Searching,1,,Bhayandar West,False,6500000,Sale
CL-1919,Chaitanya Raman,9609229267,chaitanya.8@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹100L",Actively Searching,2,,Mira Road East,False,10000000,Sale
CL-1920,Aadhya Bhandari,5909842883,aadhya.33@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹65L",Deal Closed,1,,Bhayandar East,False,6500000,Sale
CL-1921,Deepa Chaudhari,3457094499,deepa.79@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹31k",Lost Interest,2,Unfurnished,Mira Road East,False,31000,Rent
CL-1922,Idika Koshy,4158999977,idika.11@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹55L",On Hold,1,,Bhayandar East,False,5500000,Sale
CL-1923,Avni Hayer,2959795818,avni.56@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹35k",Negotiating,2,Unfurnished,Bhayandar West,False,35000,Rent
CL-1924,Xavier Rajagopal,5153594646,xavier.81@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹29k",Negotiating,2,Semi-Furnished,Bhayandar East,False,29000,Rent
CL-1925,Charan Manne,4540313982,charan.13@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹35k",Site Visit Planned,2,Fully Furnished,Bhayandar East,False,35000,Rent
CL-1926,Tripti Bhasin,5541777392,tripti.11@example.com,Rent,"3 BHK Fully Furnished in Mira Road East, Rent up to â‚¹48k",On Hold,3,Fully Furnished,Mira Road East,False,48000,Rent
CL-1927,Harrison Master,5941239240,harrison.63@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹95L",Actively Searching,2,,Bhayandar East,False,9500000,Sale
CL-1928,Lakshmi Bahri,4725748008,lakshmi.85@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Lost Interest,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1929,Saumya Varghese,5845959602,saumya.57@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹36k",On Hold,2,Semi-Furnished,Mira Road East,False,36000,Rent
CL-1930,Upkaar Babu,6822982779,upkaar.32@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹20k",Lost Interest,1,Semi-Furnished,Bhayandar West,False,20000,Rent
CL-1931,Ekaraj Babu,7752775351,ekaraj.18@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹27k",Site Visit Planned,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,27000,Rent
CL-1932,Yoshita Kalla,4696605262,yoshita.25@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹18k",Actively Searching,1,Unfurnished,Bhayandar East,False,18000,Rent
CL-1933,Vritti Bhavsar,5026994688,vritti.34@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹90L",Negotiating,2,,Anywhere in Mira Bhayandar,True,9000000,Sale
CL-1934,Qabil Narula,6019419614,qabil.70@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹31k",Site Visit Planned,2,Semi-Furnished,Bhayandar East,False,31000,Rent
CL-1935,Harinakshi Walia,530381654,harinakshi.79@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹27k",Negotiating,2,Unfurnished,Bhayandar West,False,27000,Rent
CL-1936,Bhavini Bava,911999599052,bhavini.95@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹27k",Lost Interest,2,Unfurnished,Bhayandar West,False,27000,Rent
CL-1937,Triya Sur,7165753298,triya.37@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹44k",Deal Closed,3,Unfurnished,Anywhere in Mira Bhayandar,True,44000,Rent
CL-1938,Deepa Choudhary,915665284614,deepa.25@example.com,Rent,"3 BHK Fully Furnished in Mira Road East, Rent up to â‚¹44k",Deal Closed,3,Fully Furnished,Mira Road East,False,44000,Rent
CL-1939,Upasna Thaman,7793716352,upasna.51@example.com,Rent,"3 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹50k",Actively Searching,3,Semi-Furnished,Anywhere in Mira Bhayandar,True,50000,Rent
CL-1940,Vedika Chauhan,4050465598,vedika.81@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹200L",On Hold,3,,Bhayandar East,False,20000000,Sale
CL-1941,Viraj Bumb,5749989838,viraj.7@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹38k",Lost Interest,2,Unfurnished,Mira Road East,False,38000,Rent
CL-1942,Pranit Sule,917012530490,pranit.58@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹150L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,15000000,Sale
CL-1943,Lekha Kurian,4811852043,lekha.86@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹60L",Negotiating,1,,Bhayandar West,False,6000000,Sale
CL-1944,Chaitanya Prabhakar,6862557537,chaitanya.74@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹33k",On Hold,2,Unfurnished,Mira Road East,False,33000,Rent
CL-1945,David Date,492343423,david.95@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹80L",Actively Searching,2,,Bhayandar West,False,8000000,Sale
CL-1946,Watika Amble,910375428609,watika.56@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹36k",On Hold,2,Unfurnished,Mira Road East,False,36000,Rent
CL-1947,Zilmil De,8698504660,zilmil.34@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹25k",Site Visit Planned,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,25000,Rent
CL-1948,Advika Master,916545039715,advika.3@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹42k",Actively Searching,3,Unfurnished,Mira Road East,False,42000,Rent
CL-1949,Aarini Bakshi,1954399051,aarini.50@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹110L",Actively Searching,2,,Bhayandar East,False,11000000,Sale
CL-1950,Ojasvi Chad,915768084827,ojasvi.23@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹19k",Site Visit Planned,1,Semi-Furnished,Bhayandar West,False,19000,Rent
CL-1951,Jagrati Mital,915056659137,jagrati.33@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹35k",Site Visit Planned,2,Fully Furnished,Mira Road East,False,35000,Rent
CL-1952,Rachana Tata,9578158957,rachana.84@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹19k",Lost Interest,1,Fully Furnished,Mira Road East,False,19000,Rent
CL-1953,Daksha Kuruvilla,911877882744,daksha.53@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹44k",Negotiating,3,Semi-Furnished,Bhayandar East,False,44000,Rent
CL-1954,Theodore Magar,2612271815,theodore.60@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹32k",Site Visit Planned,2,Unfurnished,Mira Road East,False,32000,Rent
CL-1955,Falak Soman,6933288130,falak.35@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹60L",Negotiating,1,,Bhayandar West,False,6000000,Sale
CL-1956,Dayamai Date,1813747995,dayamai.44@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹21k",Deal Closed,1,Fully Furnished,Mira Road East,False,21000,Rent
CL-1957,Brijesh Misra,9152626141,brijesh.94@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹60L",Lost Interest,1,,Bhayandar East,False,6000000,Sale
CL-1958,Nirja Wable,915926743876,nirja.28@example.com,Rent,"3 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹48k",Actively Searching,3,Fully Furnished,Bhayandar West,False,48000,Rent
CL-1959,Triveni Choudhury,2275876397,triveni.98@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹60L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,6000000,Sale
CL-1960,Yadavi Batra,919167867589,yadavi.3@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹54k",Actively Searching,3,Unfurnished,Anywhere in Mira Bhayandar,True,54000,Rent
CL-1961,Jhalak Kamdar,919443700899,jhalak.43@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹60L",Negotiating,1,,Bhayandar East,False,6000000,Sale
CL-1962,Yadavi Dua,9564316147,yadavi.69@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹55L",Lost Interest,1,,Anywhere in Mira Bhayandar,True,5500000,Sale
CL-1963,Lavanya Agrawal,913192359420,lavanya.77@example.com,Rent,"2 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹31k",Lost Interest,2,Fully Furnished,Anywhere in Mira Bhayandar,True,31000,Rent
CL-1964,Advik Agrawal,916205975204,advik.87@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹135L",Site Visit Planned,2,,Bhayandar East,False,13500000,Sale
CL-1965,Finn Chakrabarti,1368799694,finn.46@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹70L",Lost Interest,1,,Mira Road East,False,7000000,Sale
CL-1966,Aachal Rau,915346531738,aachal.6@example.com,Rent,"1 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹22k",Negotiating,1,Unfurnished,Anywhere in Mira Bhayandar,True,22000,Rent
CL-1967,Yashodhara Vohra,3237456056,yashodhara.88@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹40k",Actively Searching,3,Unfurnished,Bhayandar East,False,40000,Rent
CL-1968,Ryan Karan,914591511788,ryan.41@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹50L",Lost Interest,1,,Mira Road East,False,5000000,Sale
CL-1969,Suhani Buch,6869350384,suhani.78@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹160L",Site Visit Planned,3,,Bhayandar West,False,16000000,Sale
CL-1970,Advika Gola,919720826408,advika.67@example.com,Rent,"2 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹25k",Site Visit Planned,2,Fully Furnished,Anywhere in Mira Bhayandar,True,25000,Rent
CL-1971,Tristan Mander,5463533205,tristan.13@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹60L",Lost Interest,1,,Bhayandar West,False,6000000,Sale
CL-1972,Ikshita Baral,915168488200,ikshita.87@example.com,Rent,"3 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹44k",Actively Searching,3,Fully Furnished,Anywhere in Mira Bhayandar,True,44000,Rent
CL-1973,Gayathri Sarkar,1223243247,gayathri.49@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹19k",Site Visit Planned,1,Fully Furnished,Bhayandar West,False,19000,Rent
CL-1974,Jason Varughese,916339337492,jason.7@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹100L",Site Visit Planned,2,,Bhayandar East,False,10000000,Sale
CL-1975,Ansh Vyas,3703909552,ansh.54@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹39k",Negotiating,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,39000,Rent
